index,field,pv,value
1520,error_sum,SR17A-PC-HSTR-03:ERCSUM,0
1520,state,SR17A-PC-HSTR-03:STATE,2
1520,h_fofb_disabled,SR17A-PC-HSTR-03:FAST:DISABLED,0
1520,h_sofb_disabled,SR17A-PC-HSTR-03:SLOW:DISABLED,0
1520,error_sum,SR17A-PC-VSTR-03:ERCSUM,0
1520,state,SR17A-PC-VSTR-03:STATE,2
1520,v_fofb_disabled,SR17A-PC-VSTR-03:FAST:DISABLED,0
1520,v_sofb_disabled,SR17A-PC-VSTR-03:SLOW:DISABLED,0
1525,enabled,SR17C-DI-EBPM-04:CF:ENABLED_S,1
1525,x_fofb_disabled,SR17C-PC-HBPM-04:FAST:DISABLED,0
1525,x_sofb_disabled,SR17C-PC-HBPM-04:SLOW:DISABLED,0
1525,y_fofb_disabled,SR17C-PC-VBPM-04:FAST:DISABLED,0
1525,y_sofb_disabled,SR17C-PC-VBPM-04:SLOW:DISABLED,0
1528,error_sum,SR17A-PC-HSTR-04:ERCSUM,0
1528,state,SR17A-PC-HSTR-04:STATE,2
1528,h_fofb_disabled,SR17A-PC-HSTR-04:FAST:DISABLED,0
1528,h_sofb_disabled,SR17A-PC-HSTR-04:SLOW:DISABLED,0
1528,error_sum,SR17A-PC-VSTR-04:ERCSUM,0
1528,state,SR17A-PC-VSTR-04:STATE,2
1528,v_fofb_disabled,SR17A-PC-VSTR-04:FAST:DISABLED,0
1528,v_sofb_disabled,SR17A-PC-VSTR-04:SLOW:DISABLED,0
1534,error_sum,SR17A-PC-HSTR-05:ERCSUM,0
1534,state,SR17A-PC-HSTR-05:STATE,2
1534,h_fofb_disabled,SR17A-PC-HSTR-05:FAST:DISABLED,0
1534,h_sofb_disabled,SR17A-PC-HSTR-05:SLOW:DISABLED,0
1534,error_sum,SR17A-PC-VSTR-05:ERCSUM,0
1534,state,SR17A-PC-VSTR-05:STATE,2
1534,v_fofb_disabled,SR17A-PC-VSTR-05:FAST:DISABLED,0
1534,v_sofb_disabled,SR17A-PC-VSTR-05:SLOW:DISABLED,0
1539,enabled,SR17C-DI-EBPM-05:CF:ENABLED_S,1
1539,x_fofb_disabled,SR17C-PC-HBPM-05:FAST:DISABLED,0
1539,x_sofb_disabled,SR17C-PC-HBPM-05:SLOW:DISABLED,0
1539,y_fofb_disabled,SR17C-PC-VBPM-05:FAST:DISABLED,0
1539,y_sofb_disabled,SR17C-PC-VBPM-05:SLOW:DISABLED,0
1544,error_sum,SR17A-PC-HSTR-06:ERCSUM,0
1544,state,SR17A-PC-HSTR-06:STATE,2
1544,h_fofb_disabled,SR17A-PC-HSTR-06:FAST:DISABLED,0
1544,h_sofb_disabled,SR17A-PC-HSTR-06:SLOW:DISABLED,0
1544,error_sum,SR17A-PC-VSTR-06:ERCSUM,0
1544,state,SR17A-PC-VSTR-06:STATE,2
1544,v_fofb_disabled,SR17A-PC-VSTR-06:FAST:DISABLED,0
1544,v_sofb_disabled,SR17A-PC-VSTR-06:SLOW:DISABLED,0
1549,enabled,SR17C-DI-EBPM-06:CF:ENABLED_S,1
1549,x_fofb_disabled,SR17C-PC-HBPM-06:FAST:DISABLED,0
1549,x_sofb_disabled,SR17C-PC-HBPM-06:SLOW:DISABLED,0
1549,y_fofb_disabled,SR17C-PC-VBPM-06:FAST:DISABLED,0
1549,y_sofb_disabled,SR17C-PC-VBPM-06:SLOW:DISABLED,0
1554,error_sum,SR17A-PC-HSTR-07:ERCSUM,0
1554,state,SR17A-PC-HSTR-07:STATE,2
1554,h_fofb_disabled,SR17A-PC-HSTR-07:FAST:DISABLED,0
1554,h_sofb_disabled,SR17A-PC-HSTR-07:SLOW:DISABLED,0
1554,error_sum,SR17A-PC-VSTR-07:ERCSUM,0
1554,state,SR17A-PC-VSTR-07:STATE,2
1554,v_fofb_disabled,SR17A-PC-VSTR-07:FAST:DISABLED,0
1554,v_sofb_disabled,SR17A-PC-VSTR-07:SLOW:DISABLED,0
1559,enabled,SR17C-DI-EBPM-07:CF:ENABLED_S,1
1559,x_fofb_disabled,SR17C-PC-HBPM-07:FAST:DISABLED,0
1559,x_sofb_disabled,SR17C-PC-HBPM-07:SLOW:DISABLED,0
1559,y_fofb_disabled,SR17C-PC-VBPM-07:FAST:DISABLED,0
1559,y_sofb_disabled,SR17C-PC-VBPM-07:SLOW:DISABLED,0
1575,enabled,SR18C-DI-EBPM-01:CF:ENABLED_S,1
1575,x_fofb_disabled,SR18C-PC-HBPM-01:FAST:DISABLED,0
1575,x_sofb_disabled,SR18C-PC-HBPM-01:SLOW:DISABLED,0
1575,y_fofb_disabled,SR18C-PC-VBPM-01:FAST:DISABLED,0
1575,y_sofb_disabled,SR18C-PC-VBPM-01:SLOW:DISABLED,0
1580,error_sum,SR18A-PC-HSTR-01:ERCSUM,0
1580,state,SR18A-PC-HSTR-01:STATE,2
1580,h_fofb_disabled,SR18A-PC-HSTR-01:FAST:DISABLED,0
1580,h_sofb_disabled,SR18A-PC-HSTR-01:SLOW:DISABLED,0
1580,error_sum,SR18A-PC-VSTR-01:ERCSUM,0
1580,state,SR18A-PC-VSTR-01:STATE,2
1580,v_fofb_disabled,SR18A-PC-VSTR-01:FAST:DISABLED,0
1580,v_sofb_disabled,SR18A-PC-VSTR-01:SLOW:DISABLED,0
1588,error_sum,SR18A-PC-HSTR-02:ERCSUM,0
1588,state,SR18A-PC-HSTR-02:STATE,2
1588,h_fofb_disabled,SR18A-PC-HSTR-02:FAST:DISABLED,0
1588,h_sofb_disabled,SR18A-PC-HSTR-02:SLOW:DISABLED,0
1588,error_sum,SR18A-PC-VSTR-02:ERCSUM,0
1588,state,SR18A-PC-VSTR-02:STATE,2
1588,v_fofb_disabled,SR18A-PC-VSTR-02:FAST:DISABLED,0
1588,v_sofb_disabled,SR18A-PC-VSTR-02:SLOW:DISABLED,0
1591,enabled,SR18C-DI-EBPM-02:CF:ENABLED_S,1
1591,x_fofb_disabled,SR18C-PC-HBPM-02:FAST:DISABLED,0
1591,x_sofb_disabled,SR18C-PC-HBPM-02:SLOW:DISABLED,0
1591,y_fofb_disabled,SR18C-PC-VBPM-02:FAST:DISABLED,0
1591,y_sofb_disabled,SR18C-PC-VBPM-02:SLOW:DISABLED,0
1597,enabled,SR18C-DI-EBPM-03:CF:ENABLED_S,1
1597,x_fofb_disabled,SR18C-PC-HBPM-03:FAST:DISABLED,0
1597,x_sofb_disabled,SR18C-PC-HBPM-03:SLOW:DISABLED,0
1597,y_fofb_disabled,SR18C-PC-VBPM-03:FAST:DISABLED,0
1597,y_sofb_disabled,SR18C-PC-VBPM-03:SLOW:DISABLED,0
1600,error_sum,SR18A-PC-HSTR-03:ERCSUM,0
1600,state,SR18A-PC-HSTR-03:STATE,2
1600,h_fofb_disabled,SR18A-PC-HSTR-03:FAST:DISABLED,0
1600,h_sofb_disabled,SR18A-PC-HSTR-03:SLOW:DISABLED,0
1600,error_sum,SR18A-PC-VSTR-03:ERCSUM,0
1600,state,SR18A-PC-VSTR-03:STATE,2
1600,v_fofb_disabled,SR18A-PC-VSTR-03:FAST:DISABLED,0
1600,v_sofb_disabled,SR18A-PC-VSTR-03:SLOW:DISABLED,0
1605,enabled,SR18C-DI-EBPM-04:CF:ENABLED_S,1
1605,x_fofb_disabled,SR18C-PC-HBPM-04:FAST:DISABLED,0
1605,x_sofb_disabled,SR18C-PC-HBPM-04:SLOW:DISABLED,0
1605,y_fofb_disabled,SR18C-PC-VBPM-04:FAST:DISABLED,0
1605,y_sofb_disabled,SR18C-PC-VBPM-04:SLOW:DISABLED,0
1608,error_sum,SR18A-PC-HSTR-04:ERCSUM,0
1608,state,SR18A-PC-HSTR-04:STATE,2
1608,h_fofb_disabled,SR18A-PC-HSTR-04:FAST:DISABLED,0
1608,h_sofb_disabled,SR18A-PC-HSTR-04:SLOW:DISABLED,0
1608,error_sum,SR18A-PC-VSTR-04:ERCSUM,0
1608,state,SR18A-PC-VSTR-04:STATE,2
1608,v_fofb_disabled,SR18A-PC-VSTR-04:FAST:DISABLED,0
1608,v_sofb_disabled,SR18A-PC-VSTR-04:SLOW:DISABLED,0
1614,error_sum,SR18A-PC-HSTR-05:ERCSUM,0
1614,state,SR18A-PC-HSTR-05:STATE,2
1614,h_fofb_disabled,SR18A-PC-HSTR-05:FAST:DISABLED,0
1614,h_sofb_disabled,SR18A-PC-HSTR-05:SLOW:DISABLED,0
1614,error_sum,SR18A-PC-VSTR-05:ERCSUM,0
1614,state,SR18A-PC-VSTR-05:STATE,2
1614,v_fofb_disabled,SR18A-PC-VSTR-05:FAST:DISABLED,0
1614,v_sofb_disabled,SR18A-PC-VSTR-05:SLOW:DISABLED,0
1619,enabled,SR18C-DI-EBPM-05:CF:ENABLED_S,1
1619,x_fofb_disabled,SR18C-PC-HBPM-05:FAST:DISABLED,0
1619,x_sofb_disabled,SR18C-PC-HBPM-05:SLOW:DISABLED,0
1619,y_fofb_disabled,SR18C-PC-VBPM-05:FAST:DISABLED,0
1619,y_sofb_disabled,SR18C-PC-VBPM-05:SLOW:DISABLED,0
1625,error_sum,SR18A-PC-HSTR-06:ERCSUM,0
1625,state,SR18A-PC-HSTR-06:STATE,2
1625,h_fofb_disabled,SR18A-PC-HSTR-06:FAST:DISABLED,0
1625,h_sofb_disabled,SR18A-PC-HSTR-06:SLOW:DISABLED,0
1625,error_sum,SR18A-PC-VSTR-06:ERCSUM,0
1625,state,SR18A-PC-VSTR-06:STATE,2
1625,v_fofb_disabled,SR18A-PC-VSTR-06:FAST:DISABLED,0
1625,v_sofb_disabled,SR18A-PC-VSTR-06:SLOW:DISABLED,0
1630,enabled,SR18C-DI-EBPM-06:CF:ENABLED_S,1
1630,x_fofb_disabled,SR18C-PC-HBPM-06:FAST:DISABLED,0
1630,x_sofb_disabled,SR18C-PC-HBPM-06:SLOW:DISABLED,0
1630,y_fofb_disabled,SR18C-PC-VBPM-06:FAST:DISABLED,0
1630,y_sofb_disabled,SR18C-PC-VBPM-06:SLOW:DISABLED,0
1635,error_sum,SR18A-PC-HSTR-07:ERCSUM,0
1635,state,SR18A-PC-HSTR-07:STATE,2
1635,h_fofb_disabled,SR18A-PC-HSTR-07:FAST:DISABLED,0
1635,h_sofb_disabled,SR18A-PC-HSTR-07:SLOW:DISABLED,0
1635,error_sum,SR18A-PC-VSTR-07:ERCSUM,0
1635,state,SR18A-PC-VSTR-07:STATE,2
1635,v_fofb_disabled,SR18A-PC-VSTR-07:FAST:DISABLED,0
1635,v_sofb_disabled,SR18A-PC-VSTR-07:SLOW:DISABLED,0
1640,enabled,SR18C-DI-EBPM-07:CF:ENABLED_S,1
1640,x_fofb_disabled,SR18C-PC-HBPM-07:FAST:DISABLED,0
1640,x_sofb_disabled,SR18C-PC-HBPM-07:SLOW:DISABLED,0
1640,y_fofb_disabled,SR18C-PC-VBPM-07:FAST:DISABLED,0
1640,y_sofb_disabled,SR18C-PC-VBPM-07:SLOW:DISABLED,0
1654,enabled,SR19C-DI-EBPM-01:CF:ENABLED_S,1
1654,x_fofb_disabled,SR19C-PC-HBPM-01:FAST:DISABLED,0
1654,x_sofb_disabled,SR19C-PC-HBPM-01:SLOW:DISABLED,0
1654,y_fofb_disabled,SR19C-PC-VBPM-01:FAST:DISABLED,0
1654,y_sofb_disabled,SR19C-PC-VBPM-01:SLOW:DISABLED,0
1659,error_sum,SR19A-PC-HSTR-01:ERCSUM,0
1659,state,SR19A-PC-HSTR-01:STATE,2
1659,h_fofb_disabled,SR19A-PC-HSTR-01:FAST:DISABLED,0
1659,h_sofb_disabled,SR19A-PC-HSTR-01:SLOW:DISABLED,0
1659,error_sum,SR19A-PC-VSTR-01:ERCSUM,0
1659,state,SR19A-PC-VSTR-01:STATE,2
1659,v_fofb_disabled,SR19A-PC-VSTR-01:FAST:DISABLED,0
1659,v_sofb_disabled,SR19A-PC-VSTR-01:SLOW:DISABLED,0
1667,error_sum,SR19A-PC-HSTR-02:ERCSUM,0
1667,state,SR19A-PC-HSTR-02:STATE,2
1667,h_fofb_disabled,SR19A-PC-HSTR-02:FAST:DISABLED,0
1667,h_sofb_disabled,SR19A-PC-HSTR-02:SLOW:DISABLED,0
1667,error_sum,SR19A-PC-VSTR-02:ERCSUM,0
1667,state,SR19A-PC-VSTR-02:STATE,2
1667,v_fofb_disabled,SR19A-PC-VSTR-02:FAST:DISABLED,0
1667,v_sofb_disabled,SR19A-PC-VSTR-02:SLOW:DISABLED,0
1670,enabled,SR19C-DI-EBPM-02:CF:ENABLED_S,1
1670,x_fofb_disabled,SR19C-PC-HBPM-02:FAST:DISABLED,0
1670,x_sofb_disabled,SR19C-PC-HBPM-02:SLOW:DISABLED,0
1670,y_fofb_disabled,SR19C-PC-VBPM-02:FAST:DISABLED,0
1670,y_sofb_disabled,SR19C-PC-VBPM-02:SLOW:DISABLED,0
1676,enabled,SR19C-DI-EBPM-03:CF:ENABLED_S,1
1676,x_fofb_disabled,SR19C-PC-HBPM-03:FAST:DISABLED,0
1676,x_sofb_disabled,SR19C-PC-HBPM-03:SLOW:DISABLED,0
1676,y_fofb_disabled,SR19C-PC-VBPM-03:FAST:DISABLED,0
1676,y_sofb_disabled,SR19C-PC-VBPM-03:SLOW:DISABLED,0
1679,error_sum,SR19A-PC-HSTR-03:ERCSUM,0
1679,state,SR19A-PC-HSTR-03:STATE,2
1679,h_fofb_disabled,SR19A-PC-HSTR-03:FAST:DISABLED,0
1679,h_sofb_disabled,SR19A-PC-HSTR-03:SLOW:DISABLED,0
1679,error_sum,SR19A-PC-VSTR-03:ERCSUM,0
1679,state,SR19A-PC-VSTR-03:STATE,2
1679,v_fofb_disabled,SR19A-PC-VSTR-03:FAST:DISABLED,0
1679,v_sofb_disabled,SR19A-PC-VSTR-03:SLOW:DISABLED,0
1684,enabled,SR19C-DI-EBPM-04:CF:ENABLED_S,1
1684,x_fofb_disabled,SR19C-PC-HBPM-04:FAST:DISABLED,0
1684,x_sofb_disabled,SR19C-PC-HBPM-04:SLOW:DISABLED,0
1684,y_fofb_disabled,SR19C-PC-VBPM-04:FAST:DISABLED,0
1684,y_sofb_disabled,SR19C-PC-VBPM-04:SLOW:DISABLED,0
1687,error_sum,SR19A-PC-HSTR-04:ERCSUM,0
1687,state,SR19A-PC-HSTR-04:STATE,2
1687,h_fofb_disabled,SR19A-PC-HSTR-04:FAST:DISABLED,0
1687,h_sofb_disabled,SR19A-PC-HSTR-04:SLOW:DISABLED,0
1687,error_sum,SR19A-PC-VSTR-04:ERCSUM,0
1687,state,SR19A-PC-VSTR-04:STATE,2
1687,v_fofb_disabled,SR19A-PC-VSTR-04:FAST:DISABLED,0
1687,v_sofb_disabled,SR19A-PC-VSTR-04:SLOW:DISABLED,0
1693,error_sum,SR19A-PC-HSTR-05:ERCSUM,0
1693,state,SR19A-PC-HSTR-05:STATE,2
1693,h_fofb_disabled,SR19A-PC-HSTR-05:FAST:DISABLED,0
1693,h_sofb_disabled,SR19A-PC-HSTR-05:SLOW:DISABLED,0
1693,error_sum,SR19A-PC-VSTR-05:ERCSUM,0
1693,state,SR19A-PC-VSTR-05:STATE,2
1693,v_fofb_disabled,SR19A-PC-VSTR-05:FAST:DISABLED,0
1693,v_sofb_disabled,SR19A-PC-VSTR-05:SLOW:DISABLED,0
1698,enabled,SR19C-DI-EBPM-05:CF:ENABLED_S,1
1698,x_fofb_disabled,SR19C-PC-HBPM-05:FAST:DISABLED,0
1698,x_sofb_disabled,SR19C-PC-HBPM-05:SLOW:DISABLED,0
1698,y_fofb_disabled,SR19C-PC-VBPM-05:FAST:DISABLED,0
1698,y_sofb_disabled,SR19C-PC-VBPM-05:SLOW:DISABLED,0
1703,error_sum,SR19A-PC-HSTR-06:ERCSUM,0
1703,state,SR19A-PC-HSTR-06:STATE,2
1703,h_fofb_disabled,SR19A-PC-HSTR-06:FAST:DISABLED,0
1703,h_sofb_disabled,SR19A-PC-HSTR-06:SLOW:DISABLED,0
1703,error_sum,SR19A-PC-VSTR-06:ERCSUM,0
1703,state,SR19A-PC-VSTR-06:STATE,2
1703,v_fofb_disabled,SR19A-PC-VSTR-06:FAST:DISABLED,0
1703,v_sofb_disabled,SR19A-PC-VSTR-06:SLOW:DISABLED,0
1708,enabled,SR19C-DI-EBPM-06:CF:ENABLED_S,1
1708,x_fofb_disabled,SR19C-PC-HBPM-06:FAST:DISABLED,0
1708,x_sofb_disabled,SR19C-PC-HBPM-06:SLOW:DISABLED,0
1708,y_fofb_disabled,SR19C-PC-VBPM-06:FAST:DISABLED,0
1708,y_sofb_disabled,SR19C-PC-VBPM-06:SLOW:DISABLED,0
1713,error_sum,SR19A-PC-HSTR-07:ERCSUM,0
1713,state,SR19A-PC-HSTR-07:STATE,2
1713,h_fofb_disabled,SR19A-PC-HSTR-07:FAST:DISABLED,0
1713,h_sofb_disabled,SR19A-PC-HSTR-07:SLOW:DISABLED,0
1713,error_sum,SR19A-PC-VSTR-07:ERCSUM,0
1713,state,SR19A-PC-VSTR-07:STATE,2
1713,v_fofb_disabled,SR19A-PC-VSTR-07:FAST:DISABLED,0
1713,v_sofb_disabled,SR19A-PC-VSTR-07:SLOW:DISABLED,0
1718,enabled,SR19C-DI-EBPM-07:CF:ENABLED_S,1
1718,x_fofb_disabled,SR19C-PC-HBPM-07:FAST:DISABLED,0
1718,x_sofb_disabled,SR19C-PC-HBPM-07:SLOW:DISABLED,0
1718,y_fofb_disabled,SR19C-PC-VBPM-07:FAST:DISABLED,0
1718,y_sofb_disabled,SR19C-PC-VBPM-07:SLOW:DISABLED,0
1762,enabled,SR20C-DI-EBPM-01:CF:ENABLED_S,1
1762,x_fofb_disabled,SR20C-PC-HBPM-01:FAST:DISABLED,0
1762,x_sofb_disabled,SR20C-PC-HBPM-01:SLOW:DISABLED,0
1762,y_fofb_disabled,SR20C-PC-VBPM-01:FAST:DISABLED,0
1762,y_sofb_disabled,SR20C-PC-VBPM-01:SLOW:DISABLED,0
1768,error_sum,SR20A-PC-HSTR-01:ERCSUM,0
1768,state,SR20A-PC-HSTR-01:STATE,2
1768,h_fofb_disabled,SR20A-PC-HSTR-01:FAST:DISABLED,0
1768,h_sofb_disabled,SR20A-PC-HSTR-01:SLOW:DISABLED,0
1768,error_sum,SR20A-PC-VSTR-01:ERCSUM,0
1768,state,SR20A-PC-VSTR-01:STATE,2
1768,v_fofb_disabled,SR20A-PC-VSTR-01:FAST:DISABLED,0
1768,v_sofb_disabled,SR20A-PC-VSTR-01:SLOW:DISABLED,0
1776,error_sum,SR20A-PC-HSTR-02:ERCSUM,0
1776,state,SR20A-PC-HSTR-02:STATE,2
1776,h_fofb_disabled,SR20A-PC-HSTR-02:FAST:DISABLED,0
1776,h_sofb_disabled,SR20A-PC-HSTR-02:SLOW:DISABLED,0
1776,error_sum,SR20A-PC-VSTR-02:ERCSUM,0
1776,state,SR20A-PC-VSTR-02:STATE,2
1776,v_fofb_disabled,SR20A-PC-VSTR-02:FAST:DISABLED,0
1776,v_sofb_disabled,SR20A-PC-VSTR-02:SLOW:DISABLED,0
1779,enabled,SR20C-DI-EBPM-02:CF:ENABLED_S,1
1779,x_fofb_disabled,SR20C-PC-HBPM-02:FAST:DISABLED,0
1779,x_sofb_disabled,SR20C-PC-HBPM-02:SLOW:DISABLED,0
1779,y_fofb_disabled,SR20C-PC-VBPM-02:FAST:DISABLED,0
1779,y_sofb_disabled,SR20C-PC-VBPM-02:SLOW:DISABLED,0
1785,enabled,SR20C-DI-EBPM-03:CF:ENABLED_S,1
1785,x_fofb_disabled,SR20C-PC-HBPM-03:FAST:DISABLED,0
1785,x_sofb_disabled,SR20C-PC-HBPM-03:SLOW:DISABLED,0
1785,y_fofb_disabled,SR20C-PC-VBPM-03:FAST:DISABLED,0
1785,y_sofb_disabled,SR20C-PC-VBPM-03:SLOW:DISABLED,0
1788,error_sum,SR20A-PC-HSTR-03:ERCSUM,0
1788,state,SR20A-PC-HSTR-03:STATE,2
1788,h_fofb_disabled,SR20A-PC-HSTR-03:FAST:DISABLED,0
1788,h_sofb_disabled,SR20A-PC-HSTR-03:SLOW:DISABLED,0
1788,error_sum,SR20A-PC-VSTR-03:ERCSUM,0
1788,state,SR20A-PC-VSTR-03:STATE,2
1788,v_fofb_disabled,SR20A-PC-VSTR-03:FAST:DISABLED,0
1788,v_sofb_disabled,SR20A-PC-VSTR-03:SLOW:DISABLED,0
1793,enabled,SR20C-DI-EBPM-04:CF:ENABLED_S,1
1793,x_fofb_disabled,SR20C-PC-HBPM-04:FAST:DISABLED,0
1793,x_sofb_disabled,SR20C-PC-HBPM-04:SLOW:DISABLED,0
1793,y_fofb_disabled,SR20C-PC-VBPM-04:FAST:DISABLED,0
1793,y_sofb_disabled,SR20C-PC-VBPM-04:SLOW:DISABLED,0
1796,error_sum,SR20A-PC-HSTR-04:ERCSUM,0
1796,state,SR20A-PC-HSTR-04:STATE,2
1796,h_fofb_disabled,SR20A-PC-HSTR-04:FAST:DISABLED,0
1796,h_sofb_disabled,SR20A-PC-HSTR-04:SLOW:DISABLED,0
1796,error_sum,SR20A-PC-VSTR-04:ERCSUM,0
1796,state,SR20A-PC-VSTR-04:STATE,2
1796,v_fofb_disabled,SR20A-PC-VSTR-04:FAST:DISABLED,0
1796,v_sofb_disabled,SR20A-PC-VSTR-04:SLOW:DISABLED,0
1802,error_sum,SR20A-PC-HSTR-05:ERCSUM,0
1802,state,SR20A-PC-HSTR-05:STATE,2
1802,h_fofb_disabled,SR20A-PC-HSTR-05:FAST:DISABLED,0
1802,h_sofb_disabled,SR20A-PC-HSTR-05:SLOW:DISABLED,0
1802,error_sum,SR20A-PC-VSTR-05:ERCSUM,0
1802,state,SR20A-PC-VSTR-05:STATE,2
1802,v_fofb_disabled,SR20A-PC-VSTR-05:FAST:DISABLED,0
1802,v_sofb_disabled,SR20A-PC-VSTR-05:SLOW:DISABLED,0
1807,enabled,SR20C-DI-EBPM-05:CF:ENABLED_S,1
1807,x_fofb_disabled,SR20C-PC-HBPM-05:FAST:DISABLED,0
1807,x_sofb_disabled,SR20C-PC-HBPM-05:SLOW:DISABLED,0
1807,y_fofb_disabled,SR20C-PC-VBPM-05:FAST:DISABLED,0
1807,y_sofb_disabled,SR20C-PC-VBPM-05:SLOW:DISABLED,0
1812,error_sum,SR20A-PC-HSTR-06:ERCSUM,0
1812,state,SR20A-PC-HSTR-06:STATE,2
1812,h_fofb_disabled,SR20A-PC-HSTR-06:FAST:DISABLED,0
1812,h_sofb_disabled,SR20A-PC-HSTR-06:SLOW:DISABLED,0
1812,error_sum,SR20A-PC-VSTR-06:ERCSUM,0
1812,state,SR20A-PC-VSTR-06:STATE,2
1812,v_fofb_disabled,SR20A-PC-VSTR-06:FAST:DISABLED,0
1812,v_sofb_disabled,SR20A-PC-VSTR-06:SLOW:DISABLED,0
1817,enabled,SR20C-DI-EBPM-06:CF:ENABLED_S,1
1817,x_fofb_disabled,SR20C-PC-HBPM-06:FAST:DISABLED,0
1817,x_sofb_disabled,SR20C-PC-HBPM-06:SLOW:DISABLED,0
1817,y_fofb_disabled,SR20C-PC-VBPM-06:FAST:DISABLED,0
1817,y_sofb_disabled,SR20C-PC-VBPM-06:SLOW:DISABLED,0
1822,error_sum,SR20A-PC-HSTR-07:ERCSUM,0
1822,state,SR20A-PC-HSTR-07:STATE,2
1822,h_fofb_disabled,SR20A-PC-HSTR-07:FAST:DISABLED,0
1822,h_sofb_disabled,SR20A-PC-HSTR-07:SLOW:DISABLED,0
1822,error_sum,SR20A-PC-VSTR-07:ERCSUM,0
1822,state,SR20A-PC-VSTR-07:STATE,2
1822,v_fofb_disabled,SR20A-PC-VSTR-07:FAST:DISABLED,0
1822,v_sofb_disabled,SR20A-PC-VSTR-07:SLOW:DISABLED,0
1825,OFFSET1,SR20A-PC-Q1D-10:OFFSET1,0
1827,enabled,SR20C-DI-EBPM-07:CF:ENABLED_S,1
1827,x_fofb_disabled,SR20C-PC-HBPM-07:FAST:DISABLED,0
1827,x_sofb_disabled,SR20C-PC-HBPM-07:SLOW:DISABLED,0
1827,y_fofb_disabled,SR20C-PC-VBPM-07:FAST:DISABLED,0
1827,y_sofb_disabled,SR20C-PC-VBPM-07:SLOW:DISABLED,0
1841,enabled,SR21C-DI-EBPM-01:CF:ENABLED_S,1
1841,x_fofb_disabled,SR21C-PC-HBPM-01:FAST:DISABLED,0
1841,x_sofb_disabled,SR21C-PC-HBPM-01:SLOW:DISABLED,0
1841,y_fofb_disabled,SR21C-PC-VBPM-01:FAST:DISABLED,0
1841,y_sofb_disabled,SR21C-PC-VBPM-01:SLOW:DISABLED,0
1843,OFFSET1,SR21A-PC-Q1D-01:OFFSET1,0
1846,error_sum,SR21A-PC-HSTR-01:ERCSUM,0
1846,state,SR21A-PC-HSTR-01:STATE,2
1846,h_fofb_disabled,SR21A-PC-HSTR-01:FAST:DISABLED,0
1846,h_sofb_disabled,SR21A-PC-HSTR-01:SLOW:DISABLED,0
1846,error_sum,SR21A-PC-VSTR-01:ERCSUM,0
1846,state,SR21A-PC-VSTR-01:STATE,2
1846,v_fofb_disabled,SR21A-PC-VSTR-01:FAST:DISABLED,0
1846,v_sofb_disabled,SR21A-PC-VSTR-01:SLOW:DISABLED,0
1854,error_sum,SR21A-PC-HSTR-02:ERCSUM,0
1854,state,SR21A-PC-HSTR-02:STATE,2
1854,h_fofb_disabled,SR21A-PC-HSTR-02:FAST:DISABLED,0
1854,h_sofb_disabled,SR21A-PC-HSTR-02:SLOW:DISABLED,0
1854,error_sum,SR21A-PC-VSTR-02:ERCSUM,0
1854,state,SR21A-PC-VSTR-02:STATE,2
1854,v_fofb_disabled,SR21A-PC-VSTR-02:FAST:DISABLED,0
1854,v_sofb_disabled,SR21A-PC-VSTR-02:SLOW:DISABLED,0
1857,enabled,SR21C-DI-EBPM-02:CF:ENABLED_S,1
1857,x_fofb_disabled,SR21C-PC-HBPM-02:FAST:DISABLED,0
1857,x_sofb_disabled,SR21C-PC-HBPM-02:SLOW:DISABLED,0
1857,y_fofb_disabled,SR21C-PC-VBPM-02:FAST:DISABLED,0
1857,y_sofb_disabled,SR21C-PC-VBPM-02:SLOW:DISABLED,0
1863,enabled,SR21C-DI-EBPM-03:CF:ENABLED_S,1
1863,x_fofb_disabled,SR21C-PC-HBPM-03:FAST:DISABLED,0
1863,x_sofb_disabled,SR21C-PC-HBPM-03:SLOW:DISABLED,0
1863,y_fofb_disabled,SR21C-PC-VBPM-03:FAST:DISABLED,0
1863,y_sofb_disabled,SR21C-PC-VBPM-03:SLOW:DISABLED,0
1866,error_sum,SR21A-PC-HSTR-03:ERCSUM,0
1866,state,SR21A-PC-HSTR-03:STATE,2
1866,h_fofb_disabled,SR21A-PC-HSTR-03:FAST:DISABLED,0
1866,h_sofb_disabled,SR21A-PC-HSTR-03:SLOW:DISABLED,0
1866,error_sum,SR21A-PC-VSTR-03:ERCSUM,0
1866,state,SR21A-PC-VSTR-03:STATE,2
1866,v_fofb_disabled,SR21A-PC-VSTR-03:FAST:DISABLED,0
1866,v_sofb_disabled,SR21A-PC-VSTR-03:SLOW:DISABLED,0
1871,enabled,SR21C-DI-EBPM-04:CF:ENABLED_S,1
1871,x_fofb_disabled,SR21C-PC-HBPM-04:FAST:DISABLED,0
1871,x_sofb_disabled,SR21C-PC-HBPM-04:SLOW:DISABLED,0
1871,y_fofb_disabled,SR21C-PC-VBPM-04:FAST:DISABLED,0
1871,y_sofb_disabled,SR21C-PC-VBPM-04:SLOW:DISABLED,0
1874,error_sum,SR21A-PC-HSTR-04:ERCSUM,0
1874,state,SR21A-PC-HSTR-04:STATE,2
1874,h_fofb_disabled,SR21A-PC-HSTR-04:FAST:DISABLED,0
1874,h_sofb_disabled,SR21A-PC-HSTR-04:SLOW:DISABLED,0
